Approach,Size,Difficulty,TimeStep,NumChanges,AdaptTime,SuccessRate,AvgPathLength
fedAsynQ_EqAvg,50,Hard,19,1,0.00932243,0.98767,9.37911
fedAsynQ_EqAvg,50,Hard,20,1,0.0186362,0.98767,9.37976
fedAsynQ_EqAvg,50,Hard,21,1,0.00259407,0.98767,9.38239
fedAsynQ_EqAvg,50,Hard,22,1,0.0104855,0.98767,9.38305
fedAsynQ_EqAvg,50,Hard,23,1,0.18526,0.98767,9.40407
fedAsynQ_EqAvg,50,Hard,24,1,0.00951269,0.98767,9.40539
fedAsynQ_EqAvg,50,Hard,25,1,0.00664046,0.98767,9.40604
fedAsynQ_EqAvg,50,Hard,26,1,0.00909472,0.98767,9.4067
fedAsynQ_EqAvg,50,Hard,27,1,0.201292,0.987021,9.40039
fedAsynQ_EqAvg,50,Hard,28,1,0.00338279,0.987021,9.40039
fedAsynQ_EqAvg,50,Hard,29,1,0.0183994,0.987021,9.40171
fedAsynQ_EqAvg,50,Hard,30,1,0.0607204,0.987021,9.40171
fedAsynQ_EqAvg,50,Hard,31,1,0.212424,0.984426,9.40475
fedAsynQ_EqAvg,50,Hard,32,1,0.204306,0.985075,9.39657
fedAsynQ_EqAvg,50,Hard,33,1,0.00227521,0.985075,9.39789
fedAsynQ_EqAvg,50,Hard,34,1,0.203019,0.985075,9.39592
fedAsynQ_EqAvg,50,Hard,35,1,0.00771028,0.985075,9.39657
fedAsynQ_EqAvg,50,Hard,36,1,0.199969,0.985075,9.46706
fedAsynQ_EqAvg,50,Hard,37,2,0.411817,0.985075,9.46377
fedAsynQ_EqAvg,50,Hard,38,1,0.237208,0.985075,9.46509
fedAsynQ_EqAvg,50,Hard,39,2,0.0524593,0.985075,9.46772
fedAsynQ_EqAvg,50,Hard,40,1,0.0169704,0.985075,9.46904
fedAsynQ_EqAvg,50,Hard,41,1,0.0335925,0.985075,9.47036
fedAsynQ_EqAvg,50,Hard,42,1,0.0327079,0.984426,9.46276
fedAsynQ_EqAvg,50,Hard,43,1,0.0233178,0.984426,9.46341
fedAsynQ_EqAvg,50,Hard,44,1,0.0490829,0.984426,9.46341
fedAsynQ_EqAvg,50,Hard,45,1,0.00579057,0.984426,9.46473
fedAsynQ_EqAvg,50,Hard,46,1,0.00602997,0.984426,9.46539
fedAsynQ_EqAvg,50,Hard,47,1,0.0101729,0.984426,9.46803
fedAsynQ_EqAvg,50,Hard,48,1,0.0767207,0.984426,9.49374
fedAsynQ_EqAvg,50,Hard,49,1,0.0194056,0.984426,9.49637
fedAsynQ_EqAvg,50,Hard,50,1,0.00704736,0.984426,9.49572
fedAsynQ_EqAvg,50,Hard,51,1,0.00242875,0.985075,9.49407
fedAsynQ_EqAvg,50,Hard,52,1,0.238311,0.985075,9.48287
fedAsynQ_EqAvg,50,Hard,53,1,0.0177834,0.985075,9.48551
fedAsynQ_EqAvg,50,Hard,54,1,0.00554652,0.985075,9.48748
fedAsynQ_EqAvg,50,Hard,55,1,0.00872099,0.985075,9.48682
fedAsynQ_EqAvg,50,Hard,56,1,0.187253,0.98767,9.48029
fedAsynQ_EqAvg,50,Hard,57,1,0.0318806,0.98767,9.47963
fedAsynQ_EqAvg,50,Hard,58,1,0.19701,0.98767,9.48423
fedAsynQ_EqAvg,50,Hard,59,1,0.0033,0.987021,9.48586
fedAsynQ_EqAvg,50,Hard,60,1,0.00867358,0.987021,9.48652
fedAsynQ_EqAvg,50,Hard,61,1,0.00330986,0.987021,9.48586
fedAsynQ_EqAvg,50,Hard,62,1,0.186671,0.987021,9.44576
fedAsynQ_EqAvg,50,Hard,63,1,0.00326385,0.987021,9.44576
fedAsynQ_EqAvg,50,Hard,64,1,0.00247591,0.987021,9.45168
fedAsynQ_EqAvg,50,Hard,65,1,0.200771,0.987021,9.44642
fedAsynQ_EqAvg,50,Hard,66,1,0.218065,0.98767,9.44415
fedAsynQ_EqAvg,50,Hard,67,1,0.00206624,0.98767,9.44415
fedAsynQ_EqAvg,50,Hard,68,1,0.0060729,0.98767,9.44415
fedAsynQ_EqAvg,50,Hard,69,1,0.261287,0.988319,9.45831
fedAsynQ_EqAvg,50,Hard,70,1,0.242846,0.988319,9.52659
fedAsynQ_EqAvg,50,Hard,71,1,0.00187549,0.988319,9.52659
fedAsynQ_EqAvg,50,Hard,72,1,0.00192507,0.988319,9.52659
fedAsynQ_EqAvg,50,Hard,73,1,0.0030185,0.988319,9.52725
fedAsynQ_EqAvg,50,Hard,74,1,0.00365147,0.988319,9.52856
fedAsynQ_EqAvg,50,Hard,75,4,0.240625,0.98767,9.52957
fedAsynQ_EqAvg,50,Hard,76,1,0.197762,0.98767,9.5276
fedAsynQ_EqAvg,50,Hard,77,1,0.00722387,0.98767,9.53154
fedAsynQ_EqAvg,50,Hard,78,2,0.187736,0.987021,9.53912
fedAsynQ_EqAvg,50,Hard,79,1,0.00626549,0.987021,9.54175
fedAsynQ_EqAvg,50,Hard,80,1,0.219179,0.987021,9.54306
fedAsynQ_EqAvg,50,Hard,81,6,0.426852,0.98767,9.55388
fedAsynQ_EqAvg,50,Hard,82,1,0.00317662,0.98767,9.55519
fedAsynQ_EqAvg,50,Hard,83,1,0.19694,0.98767,9.70631
fedAsynQ_EqAvg,50,Hard,84,1,0.203084,0.98767,9.69777
fedAsynQ_EqAvg,50,Hard,85,1,0.229399,0.987021,9.70085
fedAsynQ_EqAvg,50,Hard,86,1,0.515342,0.987021,9.71466
fedAsynQ_EqAvg,50,Hard,87,1,0.00299925,0.987021,9.71598
fedAsynQ_EqAvg,50,Hard,88,1,0.00212301,0.987021,9.71729
fedAsynQ_EqAvg,50,Hard,89,2,0.243052,0.986372,9.72105
fedAsynQ_EqAvg,50,Hard,90,1,0.0040731,0.986372,9.72237
fedAsynQ_EqAvg,50,Hard,91,1,0.272,0.986372,9.72303
fedAsynQ_EqAvg,50,Hard,92,1,0.0185751,0.986372,9.72434
fedAsynQ_EqAvg,50,Hard,93,1,0.00289497,0.986372,9.725
fedAsynQ_EqAvg,50,Hard,94,1,0.00298832,0.986372,9.725
fedAsynQ_EqAvg,50,Hard,95,1,0.00704047,0.986372,9.72566
fedAsynQ_EqAvg,50,Hard,96,2,0.00546454,0.987021,9.72321
fedAsynQ_EqAvg,50,Hard,97,1,0.00584983,0.987021,9.72387
fedAsynQ_EqAvg,50,Hard,98,1,0.00683304,0.987021,9.72584
fedAsynQ_EqAvg,50,Hard,99,1,0.0470557,0.987021,9.72715
fedAsynQ_EqAvg,50,Hard,100,1,0.00645466,0.987021,9.72913
fedAsynQ_ImAvg,50,Hard,0,0,0,0.996755,9.40885
fedAsynQ_ImAvg,50,Hard,1,1,0.223557,0.996755,9.41016
fedAsynQ_ImAvg,50,Hard,2,2,0.0131084,0.996755,9.41276
fedAsynQ_ImAvg,50,Hard,3,1,0.0109896,0.997404,9.4164
fedAsynQ_ImAvg,50,Hard,4,1,0.0023251,0.997404,9.4203
fedAsynQ_ImAvg,50,Hard,5,1,0.251808,0.997404,9.43656
fedAsynQ_ImAvg,50,Hard,6,1,0.0471363,0.997404,9.43917
fedAsynQ_ImAvg,50,Hard,7,1,0.00562147,0.997404,9.43917
fedAsynQ_ImAvg,50,Hard,8,4,0.222011,0.995457,9.43351
fedAsynQ_ImAvg,50,Hard,9,1,0.223087,0.995457,9.42699
fedAsynQ_ImAvg,50,Hard,10,1,0.00275354,0.995457,9.42894
fedAsynQ_ImAvg,50,Hard,11,1,0.00890557,0.995457,9.43611
fedAsynQ_ImAvg,50,Hard,12,1,0.00985522,0.995457,9.43677
fedAsynQ_ImAvg,50,Hard,13,1,0.250936,0.995457,9.44785
fedAsynQ_ImAvg,50,Hard,14,1,0.244621,0.995457,9.44785
fedAsynQ_ImAvg,50,Hard,15,1,0.264325,0.995457,9.45958
fedAsynQ_ImAvg,50,Hard,16,2,0.0063351,0.995457,9.46089
fedAsynQ_ImAvg,50,Hard,17,1,0.0134363,0.994809,9.46184
fedAsynQ_ImAvg,50,Hard,18,1,0.00301327,0.994809,9.46184
fedAsynQ_ImAvg,50,Hard,19,1,0.00917608,0.994809,9.46184
fedAsynQ_ImAvg,50,Hard,20,1,0.0197372,0.994809,9.46249
fedAsynQ_ImAvg,50,Hard,21,1,0.00278702,0.994809,9.4651
fedAsynQ_ImAvg,50,Hard,22,1,0.0112985,0.994809,9.46575
fedAsynQ_ImAvg,50,Hard,23,1,0.209034,0.994809,9.48663
fedAsynQ_ImAvg,50,Hard,24,1,0.00993442,0.994809,9.48793
fedAsynQ_ImAvg,50,Hard,25,1,0.00653363,0.994809,9.48858
fedAsynQ_ImAvg,50,Hard,26,1,0.00898268,0.994809,9.48924
fedAsynQ_ImAvg,50,Hard,27,1,0.229526,0.99416,9.49021
fedAsynQ_ImAvg,50,Hard,28,1,0.00325484,0.99416,9.49021
fedAsynQ_ImAvg,50,Hard,29,1,0.0196182,0.99416,9.49151
fedAsynQ_ImAvg,50,Hard,30,1,0.0601776,0.99416,9.49086
fedAsynQ_ImAvg,50,Hard,31,1,0.239908,0.991564,9.49411
fedAsynQ_ImAvg,50,Hard,32,1,0.235174,0.992213,9.48594
fedAsynQ_ImAvg,50,Hard,33,1,0.00216864,0.992213,9.48594
fedAsynQ_ImAvg,50,Hard,34,1,0.00290637,0.992213,9.48921
fedAsynQ_ImAvg,50,Hard,35,1,0.0072126,0.992213,9.48986
fedAsynQ_ImAvg,50,Hard,36,1,0.224637,0.992213,9.57292
fedAsynQ_ImAvg,50,Hard,37,2,0.466767,0.992213,9.569
fedAsynQ_ImAvg,50,Hard,38,1,0.271743,0.992213,9.57031
fedAsynQ_ImAvg,50,Hard,39,2,0.0517679,0.992213,9.57292
fedAsynQ_ImAvg,50,Hard,40,1,0.0165307,0.992213,9.57423
fedAsynQ_ImAvg,50,Hard,41,1,0.0306105,0.992213,9.57554
fedAsynQ_ImAvg,50,Hard,42,1,0.0303784,0.991564,9.56806
fedAsynQ_ImAvg,50,Hard,43,1,0.0209304,0.991564,9.56872
fedAsynQ_ImAvg,50,Hard,44,1,0.0450953,0.991564,9.56872
fedAsynQ_ImAvg,50,Hard,45,1,0.00583997,0.991564,9.57003
fedAsynQ_ImAvg,50,Hard,46,1,0.00602344,0.991564,9.57068
fedAsynQ_ImAvg,50,Hard,47,1,0.0110086,0.991564,9.5733
fedAsynQ_ImAvg,50,Hard,48,1,0.552649,0.992213,9.60889
fedAsynQ_ImAvg,50,Hard,49,1,0.021914,0.992213,9.61086
fedAsynQ_ImAvg,50,Hard,50,1,0.00720601,0.992213,9.6102
fedAsynQ_ImAvg,50,Hard,51,1,0.00202787,0.992862,9.6085
fedAsynQ_ImAvg,50,Hard,52,1,0.269869,0.992862,9.59739
fedAsynQ_ImAvg,50,Hard,53,1,0.0159035,0.992862,9.6
fedAsynQ_ImAvg,50,Hard,54,1,0.00561549,0.992862,9.60196
fedAsynQ_ImAvg,50,Hard,55,1,0.00923907,0.992862,9.60131
fedAsynQ_ImAvg,50,Hard,56,1,0.00507605,0.992862,9.60196
fedAsynQ_ImAvg,50,Hard,57,1,0.0253166,0.992862,9.60261
fedAsynQ_ImAvg,50,Hard,58,1,0.222646,0.992862,9.60719
fedAsynQ_ImAvg,50,Hard,59,1,0.00288235,0.992213,9.60889
fedAsynQ_ImAvg,50,Hard,60,1,0.00877743,0.992213,9.60955
fedAsynQ_ImAvg,50,Hard,61,1,0.00284996,0.992213,9.60889
fedAsynQ_ImAvg,50,Hard,62,1,0.23585,0.992213,9.569
fedAsynQ_ImAvg,50,Hard,63,1,0.00334881,0.992213,9.569
fedAsynQ_ImAvg,50,Hard,64,1,0.00290657,0.992213,9.57489
fedAsynQ_ImAvg,50,Hard,65,1,0.280791,0.992213,9.57031
fedAsynQ_ImAvg,50,Hard,66,1,0.304448,0.992862,9.56797
fedAsynQ_ImAvg,50,Hard,67,1,0.00239499,0.992862,9.56797
fedAsynQ_ImAvg,50,Hard,68,1,0.00702998,0.992862,9.56797
fedAsynQ_ImAvg,50,Hard,69,1,0.0304477,0.992213,9.55984
fedAsynQ_ImAvg,50,Hard,70,1,0.333035,0.991564,9.62042
fedAsynQ_ImAvg,50,Hard,71,1,0.0022763,0.991564,9.62042
fedAsynQ_ImAvg,50,Hard,72,1,0.00229362,0.991564,9.62042
fedAsynQ_ImAvg,50,Hard,73,1,0.00349006,0.991564,9.62107
fedAsynQ_ImAvg,50,Hard,74,1,0.00427378,0.991564,9.62238
fedAsynQ_ImAvg,50,Hard,75,4,0.330741,0.990915,9.62344
fedAsynQ_ImAvg,50,Hard,76,1,0.0113798,0.990915,9.62868
fedAsynQ_ImAvg,50,Hard,77,1,0.00792212,0.990915,9.63261
fedAsynQ_ImAvg,50,Hard,78,2,0.258388,0.990266,9.64024
fedAsynQ_ImAvg,50,Hard,79,1,0.00680153,0.990266,9.64286
fedAsynQ_ImAvg,50,Hard,80,1,0.30265,0.990266,9.64417
fedAsynQ_ImAvg,50,Hard,81,6,0.5747,0.990915,9.65488
fedAsynQ_ImAvg,50,Hard,82,1,0.00338038,0.990915,9.65619
fedAsynQ_ImAvg,50,Hard,83,1,0.268072,0.990915,9.82515
fedAsynQ_ImAvg,50,Hard,84,1,0.284743,0.990915,9.81663
fedAsynQ_ImAvg,50,Hard,85,1,0.257598,0.98767,9.82852
fedAsynQ_ImAvg,50,Hard,86,1,0.532818,0.98767,9.84297
fedAsynQ_ImAvg,50,Hard,87,1,0.00306844,0.98767,9.84428
fedAsynQ_ImAvg,50,Hard,88,1,0.00224174,0.98767,9.8456
fedAsynQ_ImAvg,50,Hard,89,2,0.271045,0.987021,9.84944
fedAsynQ_ImAvg,50,Hard,90,1,0.00416158,0.987021,9.85076
fedAsynQ_ImAvg,50,Hard,91,1,0.298744,0.987021,9.85141
fedAsynQ_ImAvg,50,Hard,92,1,0.0216642,0.987021,9.85273
fedAsynQ_ImAvg,50,Hard,93,1,0.003069,0.987021,9.85339
fedAsynQ_ImAvg,50,Hard,94,1,0.00296491,0.987021,9.85339
fedAsynQ_ImAvg,50,Hard,95,1,0.00699956,0.987021,9.85404
fedAsynQ_ImAvg,50,Hard,96,2,0.00541871,0.987021,9.85404
fedAsynQ_ImAvg,50,Hard,97,1,0.00590328,0.987021,9.8547
fedAsynQ_ImAvg,50,Hard,98,1,0.00677533,0.987021,9.85667
fedAsynQ_ImAvg,50,Hard,99,1,0.0529516,0.987021,9.85799
fedAsynQ_ImAvg,50,Hard,100,1,0.00635726,0.987021,9.85996
