Approach,Size,Difficulty,TimeStep,NumChanges,AdaptTime,SuccessRate,AvgPathLength
A* Oracle,20,Hard,21,1,0.0200547,0.873303,6.8342
A* Oracle,20,Hard,22,1,0.0200492,0.873303,6.8342
A* Oracle,20,Hard,23,1,0.0199946,0.873303,6.79793
A* Oracle,20,Hard,24,2,0.0194827,0.859729,6.74211
A* Oracle,20,Hard,25,1,0.0198652,0.859729,6.95789
A* Oracle,20,Hard,26,1,0.0195563,0.859729,6.95789
A* Oracle,20,Hard,27,1,0.0192654,0.859729,6.95789
A* Oracle,20,Hard,28,1,0.0191931,0.859729,6.94211
A* Oracle,20,Hard,29,1,0.0191644,0.859729,6.94211
A* Oracle,20,Hard,30,1,0.0190869,0.859729,6.94737
A* Oracle,20,Hard,31,1,0.0192145,0.859729,6.91579
A* Oracle,20,Hard,32,1,0.0195591,0.873303,6.97927
A* Oracle,20,Hard,33,1,0.0195172,0.873303,6.99482
A* Oracle,20,Hard,34,1,0.0197968,0.873303,6.99482
A* Oracle,20,Hard,35,1,0.0197132,0.873303,7
A* Oracle,20,Hard,36,1,0.0196097,0.873303,6.98964
A* Oracle,20,Hard,37,1,0.0197142,0.873303,6.97927
A* Oracle,20,Hard,38,2,0.0194154,0.877828,6.81959
A* Oracle,20,Hard,39,1,0.0193187,0.877828,6.81959
A* Oracle,20,Hard,40,1,0.0197006,0.877828,6.81959
A* Oracle,20,Hard,41,1,0.0225699,1,8.57466
A* Oracle,20,Hard,42,1,0.0228368,1,8.57919
A* Oracle,20,Hard,43,1,0.0225272,1,8.58824
A* Oracle,20,Hard,44,1,0.022374,1,8.60181
A* Oracle,20,Hard,45,1,0.0205417,0.914027,7.22772
A* Oracle,20,Hard,46,1,0.0207632,0.914027,7.25248
A* Oracle,20,Hard,47,1,0.0204898,0.914027,7.27723
A* Oracle,20,Hard,48,1,0.020506,0.914027,7.27228
A* Oracle,20,Hard,49,1,0.0205484,0.914027,7.15842
A* Oracle,20,Hard,50,1,0.0206472,0.914027,7.16337
Local,20,Hard,0,0,0,0.941176,6.96154
Local,20,Hard,1,1,0.27131,0.941176,6.86538
Local,20,Hard,2,1,0.238893,0.941176,6.86058
Local,20,Hard,3,1,0.184266,0.954751,6.92891
Local,20,Hard,4,1,0.234964,0.954751,6.79621
Local,20,Hard,5,1,0.192276,0.954751,6.79621
Local,20,Hard,6,1,0.228881,0.868778,6.80729
Local,20,Hard,7,2,0.218581,0.855204,6.71429
Local,20,Hard,8,1,0.165991,0.873303,6.8342
Local,20,Hard,9,1,0.178651,0.873303,6.8342
Local,20,Hard,10,1,0.182696,0.873303,6.84456
Local,20,Hard,11,1,0.175205,0.873303,6.84456
Local,20,Hard,12,1,0.161363,0.873303,6.83938
Local,20,Hard,13,1,0.1463,0.868778,6.81771
Local,20,Hard,14,1,0.149781,0.873303,6.82902
Local,20,Hard,15,1,0.143392,0.873303,6.82383
Local,20,Hard,16,1,0.127304,0.873303,6.82902
Local,20,Hard,17,1,0.147112,0.873303,6.8342
Local,20,Hard,18,1,0.175774,0.873303,6.8342
Local,20,Hard,19,1,0.12246,0.873303,6.82902
Local,20,Hard,20,1,0.339391,0.873303,6.86528
Local,20,Hard,21,1,0.230318,0.873303,6.82383
Local,20,Hard,22,1,0.169549,0.873303,6.82383
Local,20,Hard,23,1,0.215748,0.873303,6.80311
Local,20,Hard,24,2,0.23875,0.859729,6.74737
Local,20,Hard,25,1,0.215184,0.859729,6.96316
Local,20,Hard,26,1,0.273973,0.859729,6.96316
Local,20,Hard,27,1,0.17463,0.859729,6.96316
Local,20,Hard,28,1,0.203781,0.859729,6.94737
Local,20,Hard,29,1,0.24713,0.859729,6.94737
Local,20,Hard,30,1,0.226016,0.859729,6.95263
Local,20,Hard,31,1,0.299427,0.859729,6.92105
Local,20,Hard,32,1,0.185446,0.873303,6.98446
Local,20,Hard,33,1,0.224511,0.873303,7
Local,20,Hard,34,1,0.158467,0.873303,7
Local,20,Hard,35,1,0.181433,0.859729,6.85789
Local,20,Hard,36,1,0.183373,0.859729,6.84737
Local,20,Hard,37,1,0.157719,0.859729,6.83684
Local,20,Hard,38,2,0.265897,0.864253,6.7644
Local,20,Hard,39,1,0.24459,0.864253,6.65445
Local,20,Hard,40,1,0.24979,0.864253,6.65445
Local,20,Hard,41,1,0.182354,0.882353,6.83077
Local,20,Hard,42,1,0.133807,0.882353,6.8359
Local,20,Hard,43,1,0.141548,0.882353,6.84615
Local,20,Hard,44,1,0.256144,0.882353,6.86154
Local,20,Hard,45,1,0.367507,0.882353,6.86154
Local,20,Hard,46,1,0.317712,0.882353,6.88718
Local,20,Hard,47,1,0.19528,0.882353,6.91282
Local,20,Hard,48,1,0.23634,0.882353,6.90769
Local,20,Hard,49,1,0.283691,0.882353,7.03077
Local,20,Hard,50,1,0.289903,0.882353,6.8359
Hierarchy,20,Hard,0,0,0,0.941176,6.94712
Hierarchy,20,Hard,1,1,0.399152,0.941176,6.85577
Hierarchy,20,Hard,2,1,0.276239,0.941176,6.86058
Hierarchy,20,Hard,3,1,0.272727,0.954751,6.92891
Hierarchy,20,Hard,4,1,0.228856,0.954751,6.79621
Hierarchy,20,Hard,5,1,0.182664,0.954751,6.79621
Hierarchy,20,Hard,6,1,0.278999,0.868778,6.80729
Hierarchy,20,Hard,7,2,0.258198,0.855204,6.71429
Hierarchy,20,Hard,8,1,0.20787,0.873303,6.83938
Hierarchy,20,Hard,9,1,0.142705,0.873303,6.8342
Hierarchy,20,Hard,10,1,0.212449,0.873303,6.84456
Hierarchy,20,Hard,11,1,0.166475,0.873303,6.84456
Hierarchy,20,Hard,12,1,0.180105,0.873303,6.83938
Hierarchy,20,Hard,13,1,0.102347,0.868778,6.81771
Hierarchy,20,Hard,14,1,0.13158,0.873303,6.82902
Hierarchy,20,Hard,15,1,0.155235,0.873303,6.82383
Hierarchy,20,Hard,16,1,0.171339,0.873303,6.82902
Hierarchy,20,Hard,17,1,0.226994,0.873303,6.8342
Hierarchy,20,Hard,18,1,0.225511,0.873303,6.8342
Hierarchy,20,Hard,19,1,0.14624,0.873303,6.82902
Hierarchy,20,Hard,20,1,0.209054,0.873303,6.89119
Hierarchy,20,Hard,21,1,0.140723,0.873303,6.82383
Hierarchy,20,Hard,22,1,0.209875,0.873303,6.82383
Hierarchy,20,Hard,23,1,0.156984,0.873303,6.80311
Hierarchy,20,Hard,24,2,0.143269,0.859729,6.74737
Hierarchy,20,Hard,25,1,0.339923,0.859729,6.96316
Hierarchy,20,Hard,26,1,0.23361,0.859729,6.96316
Hierarchy,20,Hard,27,1,0.211848,0.859729,6.96316
Hierarchy,20,Hard,28,1,0.299801,0.859729,6.94737
Hierarchy,20,Hard,29,1,0.222996,0.859729,6.94737
Hierarchy,20,Hard,30,1,0.189888,0.859729,6.95263
Hierarchy,20,Hard,31,1,0.259412,0.859729,6.92105
Hierarchy,20,Hard,32,1,0.191723,0.873303,6.98446
Hierarchy,20,Hard,33,1,0.147051,0.873303,7
Hierarchy,20,Hard,34,1,0.148679,0.873303,7
Hierarchy,20,Hard,35,1,0.258795,0.859729,6.85789
Hierarchy,20,Hard,36,1,0.183541,0.859729,6.84737
Hierarchy,20,Hard,37,1,0.144581,0.859729,6.83684
Hierarchy,20,Hard,38,2,0.187406,0.864253,6.7644
Hierarchy,20,Hard,39,1,0.326662,0.864253,6.65969
Hierarchy,20,Hard,40,1,0.186046,0.864253,6.65445
Hierarchy,20,Hard,41,1,0.206544,0.882353,6.83077
Hierarchy,20,Hard,42,1,0.216839,0.882353,6.8359
Hierarchy,20,Hard,43,1,0.15542,0.882353,6.84615
Hierarchy,20,Hard,44,1,0.237713,0.882353,6.86154
Hierarchy,20,Hard,45,1,0.29689,0.882353,6.86154
Hierarchy,20,Hard,46,1,0.21624,0.882353,6.88718
Hierarchy,20,Hard,47,1,0.270459,0.882353,6.91282
Hierarchy,20,Hard,48,1,0.176058,0.882353,6.90769
Hierarchy,20,Hard,49,1,0.292033,0.882353,6.83077
Hierarchy,20,Hard,50,1,0.179554,0.882353,6.81538
A* Static,50,Easy,0,0,0,1,5.02514
A* Static,50,Easy,1,1,0,0.998029,5.02765
A* Static,50,Easy,2,1,0,0.992607,5.02085
A* Static,50,Easy,3,1,0,0.991129,5.00895
A* Static,50,Easy,4,1,0,0.978314,4.96272
A* Static,50,Easy,5,1,0,0.976836,4.96165
A* Static,50,Easy,6,1,0,0.974372,4.95802
A* Static,50,Easy,7,1,0,0.973879,4.95547
A* Static,50,Easy,8,1,0,0.973386,4.95342
A* Static,50,Easy,9,1,0,0.971414,4.95485
A* Static,50,Easy,10,1,0,0.965993,4.93929
A* Static,50,Easy,11,1,0,0.95515,4.94582
A* Static,50,Easy,12,2,0,0.952193,4.94048
A* Static,50,Easy,13,2,0,0.9517,4.93941
A* Static,50,Easy,14,1,0,0.942336,4.93096
A* Static,50,Easy,15,3,0,0.944308,4.92797
A* Static,50,Easy,16,1,0,0.942829,4.92054
A* Static,50,Easy,17,1,0,0.942336,4.91841
A* Static,50,Easy,18,1,0,0.939872,4.91872
A* Static,50,Easy,19,1,0,0.935929,4.9247
A* Static,50,Easy,20,1,0,0.933958,4.92401
A* Static,50,Easy,21,1,0,0.933465,4.92186
A* Static,50,Easy,22,1,0,0.930015,4.91839
A* Static,50,Easy,23,1,0,0.930015,4.91839
A* Static,50,Easy,24,1,0,0.928043,4.91928
A* Static,50,Easy,25,1,0,0.924593,4.91098
A* Static,50,Easy,26,1,0,0.923115,4.9023
A* Static,50,Easy,27,1,0,0.921636,4.90107
A* Static,50,Easy,28,1,0,0.920158,4.90466
A* Static,50,Easy,29,1,0,0.918679,4.90612
A* Static,50,Easy,30,1,0,0.918186,4.90446
A* Static,50,Easy,31,1,0,0.917201,4.90489
A* Static,50,Easy,32,1,0,0.912765,4.90983
A* Static,50,Easy,33,1,0,0.912272,4.91194
A* Static,50,Easy,34,1,0,0.911286,4.91022
A* Static,50,Easy,35,1,0,0.910793,4.90693
A* Static,50,Easy,36,1,0,0.910301,4.9085
A* Static,50,Easy,37,1,0,0.909808,4.90899
A* Static,50,Easy,38,1,0,0.906358,4.89668
A* Static,50,Easy,39,1,0,0.905865,4.89499
A* Static,50,Easy,40,1,0,0.905372,4.89439
A* Static,50,Easy,41,2,0,0.901922,4.88361
A* Static,50,Easy,42,4,0,0.895515,4.87617
A* Static,50,Easy,43,1,0,0.882208,4.82011
A* Static,50,Easy,44,1,0,0.882208,4.82011
A* Static,50,Easy,45,1,0,0.880729,4.81477
A* Static,50,Easy,46,1,0,0.877772,4.81808
A* Static,50,Easy,47,1,0,0.870872,4.7957
A* Static,50,Easy,48,1,0,0.867915,4.79898
A* Static,50,Easy,49,1,0,0.864465,4.80274
A* Static,50,Easy,50,1,0,0.864958,4.80342
A* Oracle,50,Easy,0,0,0,1,5.02514
A* Oracle,50,Easy,1,1,0.390033,1,5.02464
A* Oracle,50,Easy,2,1,0.386243,1,5.02661
A* Oracle,50,Easy,3,1,0.387557,1,5.02612
A* Oracle,50,Easy,4,1,0.390561,1,5.02021
A* Oracle,50,Easy,5,1,0.385065,1,5.0207
A* Oracle,50,Easy,6,1,0.390805,1,5.0207
A* Oracle,50,Easy,7,1,0.399176,1,5.01971
A* Oracle,50,Easy,8,1,0.389466,1,5.02021
A* Oracle,50,Easy,9,1,0.389793,1,5.02169
A* Oracle,50,Easy,10,1,0.385534,1,5.02169
A* Oracle,50,Easy,11,1,0.386625,1,5.02661
A* Oracle,50,Easy,12,2,0.38645,1,5.02661
A* Oracle,50,Easy,13,2,0.386454,1,5.02563
A* Oracle,50,Easy,14,1,0.387283,1,5.02711
A* Oracle,50,Easy,15,3,0.388517,1,5.02464
A* Oracle,50,Easy,16,1,0.387722,1,5.02415
A* Oracle,50,Easy,17,1,0.438021,1,5.02415
A* Oracle,50,Easy,18,1,0.39704,1,5.02514
A* Oracle,50,Easy,19,1,0.393745,1,5.02464
A* Oracle,50,Easy,20,1,0.38824,1,5.02366
A* Oracle,50,Easy,21,1,0.386862,1,5.02366
A* Oracle,50,Easy,22,1,0.437442,1,5.02464
A* Oracle,50,Easy,23,1,0.408317,1,5.02464
A* Oracle,50,Easy,24,1,0.39339,1,5.02514
A* Oracle,50,Easy,25,1,0.429232,1,5.02514
A* Oracle,50,Easy,26,1,0.401372,1,5.02563
A* Oracle,50,Easy,27,1,0.402978,1,5.02612
A* Oracle,50,Easy,28,1,0.392977,1,5.02661
A* Oracle,50,Easy,29,1,0.44118,1,5.02612
A* Oracle,50,Easy,30,1,0.403138,1,5.02563
A* Oracle,50,Easy,31,1,0.389628,1,5.02612
A* Oracle,50,Easy,32,1,0.427921,1,5.0276
A* Oracle,50,Easy,33,1,0.386833,1,5.02908
A* Oracle,50,Easy,34,1,0.398033,1,5.02957
A* Oracle,50,Easy,35,1,0.389962,1,5.02859
A* Oracle,50,Easy,36,1,0.391191,1,5.02908
A* Oracle,50,Easy,37,1,0.389721,1,5.02957
A* Oracle,50,Easy,38,1,0.391529,1,5.02957
A* Oracle,50,Easy,39,1,0.387978,1,5.02908
A* Oracle,50,Easy,40,1,0.38841,1,5.02908
A* Oracle,50,Easy,41,2,0.391139,1,5.02908
A* Oracle,50,Easy,42,4,0.386372,1,5.02908
A* Oracle,50,Easy,43,1,0.386206,1,5.02661
A* Oracle,50,Easy,44,1,0.386642,1,5.02661
A* Oracle,50,Easy,45,1,0.390047,1,5.0276
A* Oracle,50,Easy,46,1,0.387348,1,5.02809
A* Oracle,50,Easy,47,1,0.388307,1,5.03302
A* Oracle,50,Easy,48,1,0.38781,1,5.03154
A* Oracle,50,Easy,49,1,0.389146,1,5.03302
A* Oracle,50,Easy,50,1,0.3876,1,5.03351
Local,50,Easy,0,0,0,0.999507,5.1499
Local,50,Easy,1,1,0.114577,0.999507,5.14398
Local,50,Easy,2,1,0.131077,0.999507,5.14103
Local,50,Easy,3,1,0.240267,0.999507,5.13955
Local,50,Easy,4,1,0.200822,0.999507,5.13363
Local,50,Easy,5,1,0.50069,0.999507,5.12623
Local,50,Easy,6,1,0.184913,0.999507,5.12475
Local,50,Easy,7,1,0.145864,0.999507,5.12426
Local,50,Easy,8,1,0.110554,0.999507,5.12377
Local,50,Easy,9,1,0.127017,0.999507,5.11538
Local,50,Easy,10,1,0.102815,0.999507,5.11144
Local,50,Easy,11,1,0.108268,0.999507,5.11686
Local,50,Easy,12,2,0.334736,0.999507,5.11686
Local,50,Easy,13,2,0.470276,0.999507,5.10799
Local,50,Easy,14,1,0.11831,0.999507,5.10947
Local,50,Easy,15,3,0.947331,0.999507,5.107
Local,50,Easy,16,1,0.130898,0.999507,5.10306
Local,50,Easy,17,1,0.114557,0.999507,5.10158
Local,50,Easy,18,1,0.104889,0.999507,5.10158
Local,50,Easy,19,1,0.10873,0.999507,5.10404
Local,50,Easy,20,1,0.0880686,0.999507,5.10306
Local,50,Easy,21,1,0.105483,0.999507,5.10306
Local,50,Easy,22,1,0.0935833,0.999507,5.10158
Local,50,Easy,23,1,0.0873316,0.999507,5.10158
Local,50,Easy,24,1,0.136212,0.999507,5.1001
Local,50,Easy,25,1,0.232439,0.999507,5.10158
Local,50,Easy,26,1,0.198885,0.999507,5.10108
Local,50,Easy,27,1,0.0658335,0.999507,5.10158
Local,50,Easy,28,1,0.109343,0.999507,5.10207
Local,50,Easy,29,1,0.127293,0.999507,5.10108
Local,50,Easy,30,1,0.209631,0.999507,5.09961
Local,50,Easy,31,1,0.0735897,0.999507,5.1001
Local,50,Easy,32,1,0.101777,0.998029,5.10617
Local,50,Easy,33,1,0.115765,0.998029,5.10765
Local,50,Easy,34,1,0.101095,0.998029,5.10815
Local,50,Easy,35,1,0.137779,0.998029,5.10716
Local,50,Easy,36,1,0.086656,0.998029,5.10765
Local,50,Easy,37,1,0.0872252,0.998029,5.10815
Local,50,Easy,38,1,0.0793113,0.998029,5.10815
Local,50,Easy,39,1,0.122468,0.998029,5.10716
Local,50,Easy,40,1,0.137919,0.998029,5.10716
Local,50,Easy,41,2,0.270494,0.998029,5.10716
Local,50,Easy,42,4,0.918732,0.999507,5.10108
Local,50,Easy,43,1,0.151519,0.999507,5.09763
Local,50,Easy,44,1,0.0754321,0.999507,5.09763
Local,50,Easy,45,1,0.111483,0.999507,5.1001
Local,50,Easy,46,1,0.0795689,0.999507,5.10059
Local,50,Easy,47,1,0.142267,0.999507,5.10355
Local,50,Easy,48,1,0.13173,0.999507,5.10059
Local,50,Easy,49,1,0.0603328,0.999507,5.10158
Local,50,Easy,50,1,0.0807634,0.999507,5.10207
Hierarchy,50,Easy,0,0,0,0.999507,5.1716
Hierarchy,50,Easy,1,1,0.38199,0.999507,5.16026
Hierarchy,50,Easy,2,1,0.354983,0.999507,5.14645
Hierarchy,50,Easy,3,1,0.557327,0.999507,5.14349
Hierarchy,50,Easy,4,1,0.470811,0.999507,5.13609
Hierarchy,50,Easy,5,1,0.703435,0.999507,5.11292
Hierarchy,50,Easy,6,1,0.351055,0.999507,5.10799
Hierarchy,50,Easy,7,1,0.344648,0.999507,5.08974
Hierarchy,50,Easy,8,1,0.301205,0.999507,5.08679
Hierarchy,50,Easy,9,1,0.372879,0.999507,5.07939
Hierarchy,50,Easy,10,1,0.260354,0.999507,5.07544
Hierarchy,50,Easy,11,1,0.225675,0.999507,5.07988
Hierarchy,50,Easy,12,2,0.910867,0.999507,5.07544
Hierarchy,50,Easy,13,2,1.25565,0.999507,5.07002
Hierarchy,50,Easy,14,1,0.305368,0.999507,5.0715
Hierarchy,50,Easy,15,3,1.72542,0.999507,5.06953
Hierarchy,50,Easy,16,1,0.301819,0.999507,5.06953
Hierarchy,50,Easy,17,1,0.21954,0.999507,5.07002
Hierarchy,50,Easy,18,1,0.213633,0.999507,5.0715
Hierarchy,50,Easy,19,1,0.362437,0.999507,5.0715
Hierarchy,50,Easy,20,1,0.186928,0.999507,5.07002
Hierarchy,50,Easy,21,1,0.215984,0.999507,5.06953
Hierarchy,50,Easy,22,1,0.196261,0.999507,5.07002
Hierarchy,50,Easy,23,1,0.217242,0.999507,5.07051
Hierarchy,50,Easy,24,1,0.22508,0.999507,5.07101
Hierarchy,50,Easy,25,1,0.302344,0.999507,5.07298
Hierarchy,50,Easy,26,1,0.346659,0.999507,5.07347
Hierarchy,50,Easy,27,1,0.218717,0.999507,5.07347
Hierarchy,50,Easy,28,1,0.291118,0.999507,5.0715
Hierarchy,50,Easy,29,1,0.239024,0.999507,5.07298
Hierarchy,50,Easy,30,1,0.336761,0.999507,5.07199
Hierarchy,50,Easy,31,1,0.168496,0.999507,5.07249
Hierarchy,50,Easy,32,1,0.255639,0.999507,5.07544
Hierarchy,50,Easy,33,1,0.207806,0.999507,5.07495
Hierarchy,50,Easy,34,1,0.187938,0.999507,5.07594
Hierarchy,50,Easy,35,1,0.274213,0.999507,5.07495
Hierarchy,50,Easy,36,1,0.239467,0.999507,5.07347
Hierarchy,50,Easy,37,1,0.185936,0.999507,5.07396
Hierarchy,50,Easy,38,1,0.187517,0.999507,5.07396
Hierarchy,50,Easy,39,1,0.211152,0.999507,5.07347
Hierarchy,50,Easy,40,1,0.231703,0.999507,5.07347
Hierarchy,50,Easy,41,2,0.838219,0.999507,5.06903
Hierarchy,50,Easy,42,4,1.32304,0.999507,5.07692
Hierarchy,50,Easy,43,1,0.336849,0.999507,5.07298
Hierarchy,50,Easy,44,1,0.196585,0.999507,5.07298
Hierarchy,50,Easy,45,1,0.324826,0.999507,5.07544
Hierarchy,50,Easy,46,1,0.170415,0.999507,5.07594
Hierarchy,50,Easy,47,1,0.368925,0.999507,5.07742
Hierarchy,50,Easy,48,1,0.295108,0.999507,5.06706
Hierarchy,50,Easy,49,1,0.178511,0.999507,5.06854
Hierarchy,50,Easy,50,1,0.164486,0.999507,5.06903
A* Static,50,Medium,0,0,0,0.997744,5.09045
A* Static,50,Medium,1,1,0,0.99718,5.09219
A* Static,50,Medium,2,1,0,0.994924,5.08107
A* Static,50,Medium,3,1,0,0.985336,5.06411
A* Static,50,Medium,4,1,0,0.984772,5.06644
A* Static,50,Medium,5,1,0,0.984208,5.06648
A* Static,50,Medium,6,1,0,0.983644,5.06365
A* Static,50,Medium,7,1,0,0.98308,5.06368
A* Static,50,Medium,8,1,0,0.978003,5.07093
A* Static,50,Medium,9,1,0,0.972927,5.06783
A* Static,50,Medium,10,1,0,0.967287,5.06822
A* Static,50,Medium,11,1,0,0.967287,5.06822
A* Static,50,Medium,12,2,0,0.965595,5.06893
A* Static,50,Medium,13,2,0,0.965031,5.06897
A* Static,50,Medium,14,1,0,0.964467,5.06784
A* Static,50,Medium,15,3,0,0.958263,5.07416
A* Static,50,Medium,16,1,0,0.957699,5.07597
A* Static,50,Medium,17,1,0,0.957135,5.07366
A* Static,50,Medium,18,1,0,0.956571,5.0737
A* Static,50,Medium,19,1,0,0.954315,5.07329
A* Static,50,Medium,20,1,0,0.94529,5.05967
A* Static,50,Medium,21,1,0,0.944726,5.05552
A* Static,50,Medium,22,1,0,0.943598,5.04901
A* Static,50,Medium,23,1,0,0.93965,5.05282
A* Static,50,Medium,24,1,0,0.939086,5.05165
A* Static,50,Medium,25,1,0,0.93683,5.04275
A* Static,50,Medium,26,1,0,0.936266,5.04398
A* Static,50,Medium,27,1,0,0.935702,5.044
A* Static,50,Medium,28,1,0,0.934574,5.03862
A* Static,50,Medium,29,1,0,0.933446,5.03263
A* Static,50,Medium,30,1,0,0.932882,5.03023
A* Static,50,Medium,31,1,0,0.932882,5.03023
A* Static,50,Medium,32,1,0,0.930626,5.02606
A* Static,50,Medium,33,1,0,0.926678,5.01096
A* Static,50,Medium,34,1,0,0.91709,4.96002
A* Static,50,Medium,35,1,0,0.918218,4.9656
A* Static,50,Medium,36,1,0,0.914834,4.97041
A* Static,50,Medium,37,1,0,0.912578,4.96786
A* Static,50,Medium,38,1,0,0.910321,4.95601
A* Static,50,Medium,39,1,0,0.910321,4.95601
A* Static,50,Medium,40,1,0,0.908065,4.94845
A* Static,50,Medium,41,2,0,0.895657,4.95781
A* Static,50,Medium,42,4,0,0.888325,4.95048
A* Static,50,Medium,43,1,0,0.886069,4.94017
A* Static,50,Medium,44,1,0,0.885505,4.93822
A* Static,50,Medium,45,1,0,0.884377,4.93814
A* Static,50,Medium,46,1,0,0.882685,4.94249
A* Static,50,Medium,47,1,0,0.87084,4.92811
A* Static,50,Medium,48,1,0,0.870276,4.92806
A* Static,50,Medium,49,1,0,0.865764,4.9329
A* Static,50,Medium,50,1,0,0.864636,4.92955
A* Oracle,50,Medium,0,0,0,0.997744,5.09045
A* Oracle,50,Medium,1,1,0.266217,0.997744,5.08932
A* Oracle,50,Medium,2,1,0.266189,0.997744,5.08875
A* Oracle,50,Medium,3,1,0.26656,0.997744,5.0978
A* Oracle,50,Medium,4,1,0.265954,0.997744,5.09893
A* Oracle,50,Medium,5,1,0.266144,0.997744,5.09723
A* Oracle,50,Medium,6,1,0.266488,0.997744,5.0961
A* Oracle,50,Medium,7,1,0.266543,0.997744,5.0944
A* Oracle,50,Medium,8,1,0.266969,0.997744,5.09553
A* Oracle,50,Medium,9,1,0.266404,0.997744,5.09497
A* Oracle,50,Medium,10,1,0.266644,0.997744,5.09497
A* Oracle,50,Medium,11,1,0.266425,0.999436,5.10102
A* Oracle,50,Medium,12,2,0.266893,0.999436,5.10158
A* Oracle,50,Medium,13,2,0.266708,0.999436,5.09876
A* Oracle,50,Medium,14,1,0.267124,0.999436,5.09876
A* Oracle,50,Medium,15,3,0.267552,0.999436,5.09424
A* Oracle,50,Medium,16,1,0.267572,0.999436,5.09424
A* Oracle,50,Medium,17,1,0.268274,0.999436,5.09424
A* Oracle,50,Medium,18,1,0.267276,0.999436,5.09312
A* Oracle,50,Medium,19,1,0.267586,0.999436,5.09255
A* Oracle,50,Medium,20,1,0.267195,0.999436,5.09368
A* Oracle,50,Medium,21,1,0.267661,0.999436,5.09424
A* Oracle,50,Medium,22,1,0.267715,0.999436,5.09481
A* Oracle,50,Medium,23,1,0.267727,0.999436,5.09481
A* Oracle,50,Medium,24,1,0.267914,0.999436,5.09537
A* Oracle,50,Medium,25,1,0.267485,0.999436,5.0965
A* Oracle,50,Medium,26,1,0.268133,0.999436,5.09763
A* Oracle,50,Medium,27,1,0.268644,0.999436,5.09763
A* Oracle,50,Medium,28,1,0.267736,0.999436,5.09819
A* Oracle,50,Medium,29,1,0.267131,0.999436,5.0965
A* Oracle,50,Medium,30,1,0.26762,0.999436,5.09594
A* Oracle,50,Medium,31,1,0.267527,0.999436,5.09594
A* Oracle,50,Medium,32,1,0.267832,0.999436,5.09481
A* Oracle,50,Medium,33,1,0.268403,0.999436,5.09763
A* Oracle,50,Medium,34,1,0.268113,0.999436,5.09312
A* Oracle,50,Medium,35,1,0.267586,0.999436,5.09312
A* Oracle,50,Medium,36,1,0.269674,0.999436,5.09368
A* Oracle,50,Medium,37,1,0.285797,0.999436,5.09537
A* Oracle,50,Medium,38,1,0.26681,0.999436,5.09424
A* Oracle,50,Medium,39,1,0.2671,0.999436,5.09424
A* Oracle,50,Medium,40,1,0.267549,0.999436,5.09481
A* Oracle,50,Medium,41,2,0.268086,0.999436,5.09763
A* Oracle,50,Medium,42,4,0.267898,0.999436,5.10045
A* Oracle,50,Medium,43,1,0.267605,0.999436,5.10102
A* Oracle,50,Medium,44,1,0.267767,0.999436,5.10102
A* Oracle,50,Medium,45,1,0.267456,0.999436,5.10102
A* Oracle,50,Medium,46,1,0.268232,0.999436,5.10158
A* Oracle,50,Medium,47,1,0.268668,0.999436,5.10271
A* Oracle,50,Medium,48,1,0.267219,0.999436,5.10271
A* Oracle,50,Medium,49,1,0.267786,0.999436,5.10045
A* Oracle,50,Medium,50,1,0.267856,0.999436,5.10102
Local,50,Medium,0,0,0,0.989848,5.1698
Local,50,Medium,1,1,0.15291,0.989848,5.16467
Local,50,Medium,2,1,0.145093,0.989848,5.16353
Local,50,Medium,3,1,0.172403,0.989848,5.15897
Local,50,Medium,4,1,0.433471,0.989848,5.15726
Local,50,Medium,5,1,0.230424,0.996616,5.22524
Local,50,Medium,6,1,0.179499,0.996616,5.22298
Local,50,Medium,7,1,0.150196,0.996616,5.21845
Local,50,Medium,8,1,0.129179,0.996616,5.20826
Local,50,Medium,9,1,0.423151,0.996616,5.19694
Local,50,Medium,10,1,0.0974156,0.99718,5.19683
Local,50,Medium,11,1,0.129766,0.998872,5.20271
Local,50,Medium,12,2,0.304822,0.998872,5.20158
Local,50,Medium,13,2,0.289981,0.998872,5.19706
Local,50,Medium,14,1,0.133415,0.998872,5.19706
Local,50,Medium,15,3,1.36043,0.998872,5.17222
Local,50,Medium,16,1,0.112875,0.998872,5.17053
Local,50,Medium,17,1,0.089538,0.998872,5.17053
Local,50,Medium,18,1,0.107901,0.998872,5.16544
Local,50,Medium,19,1,0.0725914,0.998872,5.16431
Local,50,Medium,20,1,0.351372,0.998872,5.16375
Local,50,Medium,21,1,0.152619,0.998872,5.16318
Local,50,Medium,22,1,0.0957197,0.998872,5.16375
Local,50,Medium,23,1,0.104116,0.998872,5.16318
Local,50,Medium,24,1,0.0760593,0.998872,5.16375
Local,50,Medium,25,1,0.183602,0.998872,5.16431
Local,50,Medium,26,1,0.0599957,0.998872,5.16488
Local,50,Medium,27,1,0.297344,0.998872,5.16488
Local,50,Medium,28,1,0.109189,0.998872,5.16431
Local,50,Medium,29,1,0.0983601,0.998872,5.16262
Local,50,Medium,30,1,0.124553,0.998872,5.15641
Local,50,Medium,31,1,0.0851583,0.998872,5.15641
Local,50,Medium,32,1,0.178446,0.998872,5.15528
Local,50,Medium,33,1,0.206325,0.998872,5.15867
Local,50,Medium,34,1,0.146546,0.998872,5.15471
Local,50,Medium,35,1,0.1228,0.998872,5.15528
