Approach,Size,Difficulty,Changes,InitialTime,AdaptTime,SuccessRate,AvgPathLength
Hierarchy,200,Hard,4,276.559,5.71118,0.986674,7.12264
Hierarchy,200,Hard,5,276.559,4.81519,0.986757,7.11882
Hierarchy,200,Hard,10,276.559,13.2015,0.986303,7.1016
A* Oracle,300,Easy,0,12.9175,0,1,4.45761
A* Oracle,300,Easy,1,12.9175,12.9119,1,4.4576
A* Oracle,300,Easy,2,12.9175,12.9337,1,4.45757
A* Oracle,300,Easy,3,12.9175,12.9191,1,4.45761
A* Oracle,300,Easy,4,12.9175,12.9137,1,4.45753
A* Oracle,300,Easy,5,12.9175,12.9172,1,4.45699
A* Oracle,300,Easy,10,12.9175,12.9081,1,4.45743
A* Static,300,Easy,0,12.922,0,1,4.45761
A* Static,300,Easy,1,12.922,0.0957394,0.999986,4.45763
A* Static,300,Easy,2,12.922,0.0971118,0.999973,4.45765
A* Static,300,Easy,3,12.922,0.0959802,0.999931,4.45775
A* Static,300,Easy,4,12.922,0.0960171,0.999849,4.45764
A* Static,300,Easy,5,12.922,0.0960415,0.999877,4.45758
A* Static,300,Easy,10,12.922,0.0960335,0.999712,4.45745
Local,300,Easy,0,207.167,0,0.998725,4.68696
Local,300,Easy,1,207.167,0.887184,0.998725,4.68652
Local,300,Easy,2,207.167,0.895221,0.998752,4.68546
Local,300,Easy,3,207.167,1.1787,0.998752,4.6845
Local,300,Easy,4,207.167,1.65733,0.998752,4.68134
Local,300,Easy,5,207.167,2.0285,0.99878,4.67822
Local,300,Easy,10,207.167,5.27786,0.99878,4.673
Hierarchy,300,Easy,0,259.286,0,0.998519,4.62836
Hierarchy,300,Easy,1,259.286,1.75316,0.998519,4.62718
Hierarchy,300,Easy,2,259.286,2.35886,0.998519,4.62489
Hierarchy,300,Easy,3,259.286,2.76143,0.998519,4.62209
Hierarchy,300,Easy,4,259.286,3.77397,0.998547,4.61838
Hierarchy,300,Easy,5,259.286,4.96748,0.998643,4.61474
Hierarchy,300,Easy,10,259.286,11.0657,0.998656,4.60786
A* Oracle,300,Medium,0,9.17861,0,0.999859,4.62606
A* Oracle,300,Medium,1,9.17861,9.16977,0.999859,4.62604
A* Oracle,300,Medium,2,9.17861,9.17224,0.999859,4.62606
A* Oracle,300,Medium,3,9.17861,9.169,0.999859,4.62601
A* Oracle,300,Medium,4,9.17861,9.16456,0.999859,4.62614
A* Oracle,300,Medium,5,9.17861,9.16771,0.999859,4.62614
A* Oracle,300,Medium,10,9.17861,9.16177,0.999859,4.62601
A* Static,300,Medium,0,9.15905,0,0.999859,4.62606
A* Static,300,Medium,1,9.15905,0.0749146,0.999844,4.62601
A* Static,300,Medium,2,9.15905,0.0749757,0.999813,4.62603
A* Static,300,Medium,3,9.15905,0.0753305,0.999703,4.62511
A* Static,300,Medium,4,9.15905,0.074223,0.999563,4.62553
A* Static,300,Medium,5,9.15905,0.0770927,0.999454,4.625
A* Static,300,Medium,10,9.15905,0.0750751,0.999001,4.62421
Local,300,Medium,0,208.698,0,0.997486,4.85545
Local,300,Medium,1,208.698,0.9254,0.997486,4.85477
Local,300,Medium,2,208.698,1.39199,0.997486,4.8534
Local,300,Medium,3,208.698,1.35279,0.997502,4.85171
Local,300,Medium,4,208.698,1.7088,0.997689,4.84909
Local,300,Medium,5,208.698,3.04145,0.997674,4.84407
Local,300,Medium,10,208.698,4.69759,0.997611,4.84116
Hierarchy,300,Medium,0,261.482,0,0.998704,4.80158
Hierarchy,300,Medium,1,261.482,1.57518,0.998704,4.80088
Hierarchy,300,Medium,2,261.482,3.51633,0.99872,4.79393
Hierarchy,300,Medium,3,261.482,3.76945,0.99872,4.78983
Hierarchy,300,Medium,4,261.482,4.41832,0.998782,4.78611
Hierarchy,300,Medium,5,261.482,6.97579,0.998814,4.78085
Hierarchy,300,Medium,10,261.482,11.0205,0.998829,4.77286
A* Oracle,300,Hard,0,10.8263,0,0.998451,6.88056
A* Oracle,300,Hard,1,10.8263,10.8344,0.998451,6.88062
A* Oracle,300,Hard,2,10.8263,10.8286,0.998451,6.88049
A* Oracle,300,Hard,3,10.8263,10.8304,0.998451,6.88054
A* Oracle,300,Hard,4,10.8263,10.833,0.998451,6.87986
A* Oracle,300,Hard,5,10.8263,10.8274,0.998451,6.8803
A* Oracle,300,Hard,10,10.8263,10.8215,0.998451,6.8798
A* Static,300,Hard,0,10.8312,0,0.998451,6.88056
A* Static,300,Hard,1,10.8312,0.0566393,0.998359,6.88035
A* Static,300,Hard,2,10.8312,0.0563782,0.998322,6.88049
A* Static,300,Hard,3,10.8312,0.0567656,0.998359,6.88038
A* Static,300,Hard,4,10.8312,0.0560517,0.997916,6.87878
A* Static,300,Hard,5,10.8312,0.0559169,0.998211,6.88057
A* Static,300,Hard,10,10.8312,0.0558313,0.997271,6.88053
Local,300,Hard,0,300.654,0,0.98794,7.06266
Local,300,Hard,1,300.654,0.518913,0.98794,7.06234
Local,300,Hard,2,300.654,2.01827,0.98794,7.06113
Local,300,Hard,3,300.654,2.06733,0.987811,7.05836
Local,300,Hard,4,300.654,1.86666,0.987811,7.05542
Local,300,Hard,5,300.654,2.68027,0.98759,7.05482
Local,300,Hard,10,300.654,7.08533,0.987571,7.04791
Hierarchy,300,Hard,0,387.625,0,0.990595,6.9737
Hierarchy,300,Hard,1,387.625,1.94596,0.990595,6.97357
Hierarchy,300,Hard,2,387.625,3.08707,0.990595,6.96973
Hierarchy,300,Hard,3,387.625,5.72534,0.990632,6.96162
Hierarchy,300,Hard,4,387.625,5.59182,0.990632,6.95458
Hierarchy,300,Hard,5,387.625,7.02636,0.990319,6.94917
Hierarchy,300,Hard,10,387.625,16.9141,0.990319,6.9382
